,sentiment,text
2278,0,wuhan is where the coronavirus started period it is china's virus not trumps trump is doing his all to combat it stop the hysteria you dems/fake new media
2279,0,another low life democrat exposed in a hotel with crystal meth bags naked gay men (alleged miami pd) signs of a male orgy (alleged miami pd) puking and inebriation
2280,0,its 3 40 am in i cant sleep why because got terminated from employer if we will not dke with corona but will get a heart attack my heart is beating so fast #الأيام_القادمة these employer taking adva tages loudly_crying_face
2281,0,coronavirus cases in india last 5 days pic twitter com/wudri8ckee
2282,0,twitter wisdom are blaming trump for coronavirus but i think it is putin or lord voldermort no hang on it is harvey weinstein nervous nancy wait i tell a lie it is kim wots his name that is who it is the one with the haircut & baggy trousers' fancy a beer pic twitter com/xeebmipcf3
2283,1,thanks sir
2284,0,till 2 30 pm everyday i can see thousands of people in the streets what is purpose of lockdown if the lockdown get extended we are the people ( who is following all the rules) is going to suffer have 100% lockdown or stop this please
2285,0,if the (coronavirus) is real why are they using fake people to lie
2286,0,they are closing irl classes because coronavirus
2287,1,wow did not know we are closing in 500 followers on tiktok too makes me go wild on tiktok for this lockdown
2288,0,plot twist corona virus contains the 1% of germs that hand sanitizer cannot kill
2289,0,death by numbers how vietnam war and coronavirus changed the way we mourn
2290,0,i joke a lot but my mom is an older lady and while i'm not really worried anything would happen to her with the corona virus it is a reminder tomorrow is not promised forever and i got to mindful to show appreciation and gratitude for the days we do have
2291,0,"folks come on we have 49 deaths from corona virus who are elderly you are acting like we have 49 000 i know msm is pushing the fear but stop they want to hurt the president a virus that they have decided to ""not let a good crisis go to waste"""
2292,1,true that but do u see the number of followers that the account got in last 2 weeks or so it is all about sensing the opportunity same happened when started reporting abt corona grinning_face_with_sweat
2293,0,it is illegal to shout coronavirus in a crowded theater
2294,0,oh good coronavirus somehow gets even worse
2295,0,fucking coronavirus *shakes fists*
2296,1,n i also feel blessed when my mother say aik second haan jab sey lockdown start huwa hey tab sey tu hamara beta v nhi beti v hey saarey kaam kerney padd rahey hey bai god …
2297,1,we are proud to be the digital soldiers of india thanks csc for giving us this platform #करोना ー19
2298,1,thank him for increasing cases of covid also coz haircuts more important for you
2299,1,announced the new guidelines in this lockdown 5 0 for better comprehension e article is here twitter com/h0rj7wtmw0 – at tamil nadu
2300,0,discrimination amid pandemic pakistan refuses to give food to hindus as coronavirus rages via
2301,0,yes bro iam also covid +ve patient admitted in kmc but worst treatment and facility there is no beds are arranged for emergency purpose
2302,1,we red_heart love mumbai we will come out of corona soon we believe in ji bhai & one inspiration
2303,0,you accidentally caught the coronavirus
2304,1,one of our red whiskered bulbuls trilling in its clear voice a simple song of 2 3 notes twitter com/agwex0r6ri
2305,0,to lick or not to lick that is the question all forms of licking are prohibited till further notice coronavirus this health official licks her finger while warning people not to touch their face california youtube reuters 3/6/20
2306,0,when will govt awake when situation will goes to it is worst level like european countries still have time to take big decisions to save the country we who approved fmg's are ready to fight against covid19 pandemic pic twitter com/dqvtaqolax
2307,1,time to slow down stay home stay safe …
2308,0,_house reporter 'suspected' to have /lswxaryjol
2309,0,going to tell my kids hum corona pandemic me bhi exam dene jate the _spreading_corona_virus
2310,0,hey any plan on doing anything about the people who have as there clan tag these people are seriously disrespectful to everyone dealing with the pandemic right now
2311,1,great tribute to covid 19 warriors
2312,0,jake you need to stop your obsession and constant reporting on the coronavirus is irresponsible being you are a reporter why do not you report that the threat of contracting the flu is thousands of times higher and over 20 000 have died from the flu this season
2313,1,and finally 19 ( ) accepts in credit goes to _media
2314,1,when the lockdown lifts* and meter reading starts
2315,1,enjoying the by staying at
2316,0,she is 31 and right the only way to fight the coronavirus is with the coronavirus it is seriously a joke of a virus no worse than west nile virus zika n1h1 or the bird flu people falling for this election cycle bullshit fell for y2k people are idiots
2317,0,this will have been the direct result of tories underfunding the nhs for years shame on them nhs doctors to be given guidelines to help decide which coronavirus victims should live or die
2318,0,job well done can this system of communication be used to teach students of as it is still not confirm how much time our students are going to lose because of the …
2319,0,this is it the coronavirus has gone too far
2320,0,so far 3 countries of the sica dominican republic costa rica and panama have confirmed at least one case of coronavirus the corresponding protocols are followed so that it does not spread further they should not be alarmed and should be informed through the authorities
2321,1,no government can win this war against corona virus only a can win it do the right thing for your & in need twitter com/ris35jjvmv
2322,0,nolte bette midler attacks trump for not wanting 'america's coronavirus numbers' to 'go up'
2323,1,lockdown days pic guys stay at home have fun with family thanx to our honourable pm modi ji because this time will never comes in our life in future _keeda_munna hanuman temple …
2324,0,ppl overreacting on the corona virus but if you dirty mfs keep yourself clean we wouldnt have to deal with this shit
2325,0,quarantine is not going to stop coronavirus the aim is to slow the spread so the strain on hospital resources is not so bad and to buy time for more effective treatment
2326,0,covid 19 etisalat offers free internet video voice calls for two months …
2327,1,hi everyone how are you at smart city …
2328,0,multiply this by hundreds and thousands of people travel restrictions and lockdowns cause further panic and hardship to an already stressed population and economy _19 pic twitter com/0n442v6op8
2329,0,v may not be testing 4 covid drive in however if people r infected they will show symptoms will go 2 doctor who advice test 4 covid fact is modiji has traded lives of indians with economy he said jaan hai toh jahan hai will not translate because u will not understand
2330,0,new youtube video is up crisis is opportunity for the smart right 15 steps to make america stronger where i go through a list of 15 steps outlined by to restore and strengthen america as coronavirus ends the experiment with globalism
2331,0,while i agree do you think anyone in the current situation has time for nonsense alas if only the participants left their stubbornness continue your protests if you are still well & alive after ends jaan hai toh jahaan hai
2332,1,marking for maintaing social distance by volunteer in reasi town in front of essential items shops thanks to district reasi administration for giving us this opportunity as volunteer for fight against covid_19 हम सब लड़ेंगे हम ही जीतेंगे /e0m5xx3q7m
2333,0,8hours in the covid ward done pic twitter com/wqqkppt5f
2334,0,if we wait until prove efficacy patients they will died from corona iam aginst use of both medication together but i am with hydroxychloroquine based on experience and mechanism of action
2335,1,day 6/7 'vietnam post lockdown' rules no people no words only objects and pictures from home i was nominated by today i nominate – at aeon citimart him lam
2336,0,28th march 01 48am total covid 19 cases in pakistan are 1365 recovered 25 died 10 crying_face
2337,1,with this whole corona craziness this will be the second time in my lifetime whole world is talking about the same subject first one was shakira's hips 2006 world cup opening
2338,0,we do not have “real leadership” in the usa instead we are led by a bunch of misfits who were elected potus or call themselves democrats or republicans
2339,0,e commerce alone will add 1 million jobs by 2022 impact theory job losses in hospitality auto n across sectors reality in 2021 prophets of doom r over rated human resilience is underrated
2340,0,in delhi education minister (system) is confused for taking decision for school and colleges exams where in maharashtra also declare that all colleges exams is cancelled due to covid 19 _college_students
2341,1,people awed & wowed for the hailstorm in the ncr last month but nobody questioned it is relevance in a sub tropical state amidst mid spring check only 4 days into the covid 19 lockdown & the air index‘s turned green go figure
2342,0,more like the trump administration is working hard at mishandling the coronavirus and risking unnecessary lives to be lost from their incompetence is not a president but an impeached idiot president
2343,0,please help
2344,1,it is time to fight against cm in his beautiful and emotional appeal calls us to come together please let us …
2345,0,being on campus today was so depressing coronavirus really killing the vibe
2346,0,them stop playing games about the corona virus and take it serious me
2347,0,immediately announce a financial relief package including tax cuts and subsidies for the salaried middle class to end our struggles caused by the covid 19 crisis sign the petition via
2348,0,i'm good because i do not give a shit about the coronavirus
2349,1,eid mubarak excited for the new normal this thursday grimacing_face
2350,0,why social distancing is crucial to slow the spread of coronavirus
2351,0,please do lock down everything my housemates going walmart and everywhere for job because they afraid of losing job because of that chances of spread covid 19 is increase
2352,0,this is so sad actor andrew jack is another victim of the coronavirus …
2353,0,pls intervene before delhi govt makes history of delhi no 1 in corona …
2354,1,as my family loves to sing and we recently made this song in this lockdown kg lyra & k361 bt can help us to enhance our setup join /mzhzj1kl2f
2355,0,the president of mexico mocks the coronavirus pandemic help we need this to be international news
2356,0,brexit means coronavirus vaccine will be slower to reach the uk everything about is shit
2357,1,the characteristic of the united states is that you cannot see that others are living a good life so humiliating so do not be like cnn either america，and america we get better to better～ twitter com/futpcaxcf7
2358,0,5/n during difficult times of government may support for students studying in medical colleges (both government & private) as a part of
2359,0,read the full article it does not advise against lockdown he said that countries cannot merely lock down themselves to fight the coronavirus outbreak adding that there need to be public health measures to avoid a resurgence of the deadly virus later on very misleading tweet
2360,1,• prior to the lockdown i did not think i would be doing this regularly let alone complete a 30 day journey merci for the reco and thank you for the guidance red_heart folded_hands_medium-light_skin_tone woman_in_lotus_position • • •…
2361,0,acept my condolences for the passing away of ur father mother sister's and brother's do to the inability of ur terorist gvt to provide for them in the covid 19 lockdown
2362,0,are useless without people to run them set up boot camp recruit an army of medical students train them quickly send them to the battlefield time is lives
2363,0,call off the search we have found the stupidest take on the
2364,0,very much disappointed had been a loyal customer since so long and yet you cannot even promise us good net during lockdown
2365,0,sorry i do not give a shit about any of these celebrities who are imposing self quarantine yeah i'd be ok with it too if i had the funds to live inside my 15k sq ft+ home guess they might find a few rooms they have never been in before
2366,1,utc 7 | in — pune woman makes india's 1st covid 19 testing kit hours before delivering her baby with the arrival of the first made in india testing kit for novel coronavirus in the market another a kit to the nation's health and a baby for her…
2367,0,the father of the indian media corona virus who is not only making india work for creating a new hole in the world with his fake false indian media – at kapilvastu palace
2368,0,the chinese government lied not china as a whole the chinese people were lied to as well and our government lied too i think many governments did _19
2369,1,celebrating world milk day with our women leaders pic twitter com/ef0sq9vias
2370,0,'too late' farage criticises open borders while britons locked down in crisis /dimymoj3qx
2371,1,the only way to protect the lives of millions of pakistanis is by enforcing a lockdown and advocating and facilitating social distancing
2372,1,my happy place during lockdown
2373,0,i dont care if ill come off as rude/weird when i bring out my alcohol and suddenly spray it all over my body and the space before me hahaha duh ready nga ako gawin mist ang alcohol spray sana ikaw rin
2374,0,ww3 fires storms floods coronavirus whats next a heatwave i hope
2375,1,same here for the past 3 months with kids on summer vacation and lockdown
2376,0,the panic about coronavirus has become so ridiculous that customers have been stealing the little hand sanitizer bottles off the sales floor counters at my work come the fuck on people
2377,0,coronavirus is cancelling shit faster than outrage twitter
2378,0,has cji bobde already allotted 5 acres of land to accommodate corona patients & ruled that jamaat and not bjp govt is responsible for not acting in time despite frequent warnings
2379,1,world peace mission corona 21 days lock down stay program barolympic 2020 score card awards and medals ceremony or sponsorship details 12th march of dandi yatra din and 23rd march… …
2380,0,sindh govt is fighting with corona for safety of people and federal govt is fighting with sindh govt for face saving
2381,1,in impressed by this red_heart
2382,0,i said it once i'll say it again president trump is protecting us from foreign enemy (coronavirus) and domestic enimies hollywood liberals
2383,0,there is still time to stay home stay safe see how the corona patient is going to be cremated without the people in the house in which even the man of the house is unable to go so stay home stay safe and your family also gets this dangerous corona epidemic save from
2384,0,that is why the coronavirus was created so we can stop talking about politics and start panicking and buying 6372947 rolls of toilet paper
2385,0,if you need a refresher here are his day by day statements on coronavirus he is either suffering from some sort of brain issue he is downright stupid or he is a bald faced liar i happen to believe it is all of the above pic twitter com/fvlmuntjuo
2386,0,i got to be honest im terrified of the coronavirus even though it is a low chance of effecting young people im still terrified if you school has not shut down and there is corona around your city/state skip school your life is worth more then a few weeks at school [1/ ]
2387,0,why on earth are you running an ad advising young people to ignore social distancing measures and keep travel plans with some doctor talking about killing *bacteria*
2388,0,more than one person in told me that life in is pain since decades what if we die because of __19 that so depressed and sad to hear
2389,0,i swear to every person who died because of corona that i will not make any new purchases on this eid will only offer prayers and pray to save the world from this epidemic if the world is upset then how can i celebrate happiness #मैं_सिर्फ_हिंदुस्तानी_हूँ
2390,1,instagram photography_educator incredible pakistan please note the picture was taken on the way back from gilgit to islamabad before the country wide lock down and wide spread pandemic of corona virus… …
2391,1,exploring my archives | good hand washing technique must be practiced | hot spring
2392,0,sars and h1n1 were both more contagious and fatal than the coronavirus and none of this borerline martial law government take over occurred why did it happen this time
2393,0,almost no water at target because of the coronavirus damn pic twitter com/a2qlgcuh95 – at target
2394,0,they are not cattles they are someone is heart and soul even if the child does not die once a child is infected their family members are affected too a grandfather who stayed safe till now will now die because his little grandchild must go to school
2395,0,‘idiots' sen kennedy tears into democrats for blocking coronavirus stimulus bill in fiery speech via
2396,0,remember when i was really close to having my anxiety shit together and then coronavirus happened
2397,0,"jake tapper fake news liar trump did *not* say that the government had ""total control"" over the coronavirus trump said ""tremendous control "" which has a very different meaning tremendous indicates that something is great in scale but is not ""total"" or absolute or complete"
2398,0,i have a citi credit card my registered mobile number is 8750863549 i never missed any payment as of now i have taken a loan on my credit card however due to covid 19 issue this month i am unable to pay the statement amount and need some time to pay it please help
2399,0,ugh sweating his coronavirus all over the capitol gym gross
2400,0,the coronavirus is really getting out of hand
2401,0,ideas elba has coronavirus currently shaking my fist at god
2402,0,this lockdown is extra harsh on your mental health when you are an overthinker who constantly needs distractions to not feel sad and lonely ) _19
2403,0,of late delhi police local intelligence agencies have been found wanting third case in last few months shahhen b delhi riots migrants exodus & latest jehadi corona from nizamuddin delhi agencies on defensive dangerous
2404,0,coronavirus is not stopping this
2405,1,sir we r 4 students stranded/stucked in delhi since lockdown 1 0 & bad luck is not giving up bcoz our booked train has been cancelled today so plz make some arrangement for us we will be grateful to u folded_hands
2406,0,corbyn has been plotting since the late 1960s by all accounts when corona virus is a distant memory and the country is on more of a stable footing corbyn should be bought to account for 40+ years of subterfuge collaboration with britain's enemies & jew hate
2407,1,hello june be gentle now let the world heal pic twitter com/qaphisaujn
2408,0,china is censoring coronavirus stories these citizens are fighting back via
2409,0,the cholera outbreak in was due to battering the health sector by the us saudi aggression and blockade for 5 years 2919 died until mar 2019 how many would kill if it were able to enter while the blockade is enforced
2410,0,are we exporting covid19 to the outer space
2411,1,19 iran shows good recovery from covid 19 no new cases surfacing now
2412,0,yeah for real mais soo pousson sortie bi après koor gui insha allah fekk coronavirus seey aussi
2413,0,the impact on travel is worse than the 2008 financial crisis and 9/11 combined we need immediate action in the form of economic relief to save the hotel industry and millions of jobs that depend on it
2414,0,so instead of unlock 1 0 odisha govt has now imposed lockdown 5 0 pic twitter com/huv1nei3u4
2415,0,just add 4 zeros for the real number _under_attack
2416,1,thoughts aur knowledge pe lockdown lagana mushkil hai sign up for 's cinema lectures and you will know how to spell milieu highly recommended adbhut pic twitter com/0p5zzmstbv
2417,0,i'm about sick and tired of hearing about the coronavirus canceling major events and not letting anybody see there kid play there last game of basketball cause of this stupid coronavirus cannot wait for it to be over so we do not have to hear about it
2418,0,santi i swear to god if you bring corona virus into my home i will be upset
2419,0,same here in corona fear
2420,0,i hope things will get better for you soon it is scary how much the corona virus is affecting everything everyone should not have to worry about not working now
2421,0,mumbai police will do this if they survive through corona that is
2422,0,take precautions this flu season and stay informed regarding the novel coronavirus covid 19 wash your hands regularly cover your mouth when you cough or sneeze and stay home if you have a fever and/or are sick learn more about covid 19 at
2423,0,i've been fucking around about the coronavirus but now there is 3 confirmed cases in my county
2424,0,"i read some comments on the song latest comments are mostly in korean since the song is titled do not worry this one said ""do not worry in 2020 everyone"" and someone replied ""of course we should worry it is coronavirus"" ㅋㅋㅋㅋ"
2425,0,it is very disappointing the coronavirus pandemic has been discussed since more than 2 months all publicly available data has shown how different & much more dangerous the corona virus is than the flue & still there aren‘t enough testing kids for the virus one word incomprence
2426,0,the coronavirus epidemic is hurting local hotels their communities their employees and the national economy please address this crisis with economic relief for hotels and their workers
2427,0,there is a power cut in gokulnagar area of rajula taluka of amreli district from 1 a m still going no officer or the complaint number 0279422048 is receiving the call nor responding please look after the complain we even cannot go out of our house because of lockdown
2428,0,my dad randomly “what do you think boy you think you are going to get this corona virus ” me “why are you asking ” dad “i do not know maybe you will hit the lottery and get the corona virus since you got the swine flu” nice
2429,1,hello beautiful handsome and amazing people kindly follow my business page g__store_ god bless you _19 …
2430,1,when you are social distancing and having a good hair day photographer
2431,1,i live in that solitude which is painful in youth but delicious in the year of maturity unpredictable that is what life is twitter com/zsqf1lnh7p
2432,0,please open the borders if up govt allows smooth movement for all till now they are also saying that corona is coming to their areas from delhi no one created any issue because of this & only middle class is suffering
2433,0,if coronavirus was a person i'd kick its fucking ass i hate coronavirus
2434,1,beauty of the darknes art by shubh follow _19 ains2
2435,1,i'm here stuck at kanpur due to lockdown since 19th march and i'm finally eating the most gujarati thing possible to be found in a north city to eat btw this is khaman and everyone calls it dhokla here pic twitter com/bvlnjk91u8
2436,1,home stay safe
2437,0,yall people are scared shitliss thinking the reality of life was really what you was living im fucking excited bout this new world we are bout to be living in im loving how the coronavirus is fucking the world up
2438,0,coronavirus is messing my money up bad $daveyle
2439,0,coronavirus deaths spanish government warns worst yet to come read more
2440,0,tribute rip irrfan khan awesome bollywood actor … …
2441,0,this as we seek forgiveness & mercy of allah let us specially pray for the front liners those affected & families of the ones who have lost their lives in the unimaginable human tragedy _19
2442,0,even in this clip he quoting countries whr death are more then 20k and still thr no's of cases report & deaths are much higher then pakistan and they also thinking to ease the lockdown
2443,0,you only get a break on your 401k if you withdraw after the bill passes not before coronavirus started fucking things up months ago
2444,0,why then only mumbai is completely shut as opposed to other cities i m surprised that citizens are not asking tough questions to the maha govt on handling of covid in mumbai but even earlier govts are to blame who did nothing towards health infrastructure of mumbai …
2445,0,hopefully coronavirus eats away at him slowly and painfully
2446,0,dear lockdown thank you for making me realise that the biggest mistake of my life has been sacrificing my sleep for another human being
2447,0,watching drone on about is sad the fact that no one in the said when closed in january is a crime we missed t he only chance we had to get ahead of this and now people are suffering
2448,1,in lockdown people are making it wow ps
2449,1,ka follow kare ghar me rahe surakshit rahe allah bless you pic twitter com/cpsg4k01f5 – at india
2450,0,aoc caught exploiting coronavirus panic with disinformation to push socialist agenda on student loans
2451,1,lucky are those jiska last year tha coronavirus unki umeedo p chan cha laga dia hai kash mera bhi last year hota free me lottery lagti pic twitter com/kd2l6x9nkg
2452,0,i've actually seen in many articles and news and from multiple sources that if you do have coronavirus ibuprofen and advil 100% make it a lot worse you are probably fine because you dont have the virus but it is dangerous for anyone who does
2453,0,a man that eat ladies ass hole pussy and all that evil sex satan and corona virus is waiting for you at the hell gate
2454,0,amid coronavirus panic buying california deputies tell shoppers do not call 911 over line cutting
2455,0,you all it is the freakin weekend and i'm about to do nothing because it is the responsible thing to do during this pandemic stay safe & practice social distancing
2456,1,our duty is that to be to of _19india let us win this /wz00vtmikl – at lb nagar
2457,0,a conspiracy theory tulsi gabbard has not dropped out yet because she in fact invented the coronavirus and is banking on bernie biden and trump dying leaving her as the only remaining candidate and therefore she becomes president by default prove me wrong
2458,0,death of 20 migrant workers walking hundreds of kilometres to their homes in odisha without food is blood on hands of pm his thoughtless lockdown devastated lives of millions of daily wage earners one feels crushed
2459,0,covid 19 mission impossible it is possible still waiting for follow back
2460,0,i know you want donald trump voted out of office he has handled this corona virus crisis horribly and has put our lives at danger he cannot handle any crisis and another four years of him would destroy america completely
2461,1,that concludes our 14 day notice 42 sms location checks and ~10 video interviews doing an amazing job of keeping us safe in folded_hands_medium-light_skin_tone _19 Singapore
2462,0,corona patients highest in a single day so far in india 316 shame
2463,1,thank you ji ji ji for arranging bed at nsci for my friend's dad who was tested covid +ve special thanks to ji for taking follow up until uncle was alloted with bed though it was late night thanks ji for the support
2464,0,sick since monday é has been tested for and the test came back negative he is believed to have a throat infection it is not sure yet if he will be available for
2465,1,"be safe stay home red_heart coronavirus cases raised to ""1 million"" as of today fearful_face be safe guys"
2466,0,immediately ban thetabligi jamat the spraderer of corona virus
2467,0,work from home my job is secure … …
2468,0,trump's a no show after promising briefing on economic plan amid coronavirus concerns 1583884010 …
2469,0,hey donald hope you not skipping your hcqs meds show them what you are in fact double the dose if you can prove them wrong trump drug hydroxychloroquine raises death risk in covid patients study says
2470,1,waiting for this lockdown to end soon so i can meet my best friend via instagrampic twitter com/8awde9c3vq
2471,0,my mom i swear this coronavirus is something else i went to the nail salon and all the employees had on masks me mom you know they always wear masks right
2472,0,ok well now they have coronavirus which is entirely different from the flu
2473,0,breaking a uae research institute has developed a breakthrough treatment for covid 19 which could be a game changer in the global fight against the virus 1/5
2474,0,mark my words next up on the coronavirus hit list will be anthony weiner mark my damn words
2475,1,manila eases world's longest lockdown …
2476,0,as we cross 5 million cases 2 million recoveries and 3 33 996 deaths the virus continues to spread adding a 100 00 new cases everyday death toll in lat am and brazil is on the rise still most severe rise in mortality rate was in us uk spain and italy
2477,0,they have failed the whole nation yetro 2 mahina lockdown ma rakheko cha gareeb janta lai sakne le ta jasari in bachihalchan janata marna baneko loktantra ho yo and i do not think these neta give two fucks ko bhokai mariracha they are happily living in their bubble
2478,0,nsac suspends combat sporting events until march 25 amid coronavirus concerns
2479,1,song qismat singer kktomar yt channel … to watch go and suscribe in advance song will release after lockdown twitter com/0ti3a2vpbo
2480,1,with this whole covid thing even birds are taking personal hygiene seriously and washing their feet beaks and wings regularly red whiskered bulbuls enjoy a summer splash in our bird bath next to the firebush tree… …
2481,1,lockdown time am seeing around people changed attitude & this will bring back humanity humility in the way we go ahead with our life pic twitter com/ypow4vgkr9
2482,0,you are a useless prime minster of india now you easing the lockdown will make catastrophe
2483,0,how demonetisation gst & corona lockdown cld hv bn made successful without collateral damage writes biswajit bhattacharya but we prided in shocks &got electrocuted …
2484,0,to mitigate spread of the coronavirus duke university has suspended on campus labs and classes until further notice
2485,0,closing the schools cancelling gigs postpone movies telling working ppl to stay at home etc will do absolutely nothing you will get it one way or another the media are blowing coronavirus out of proportion to scare you like fuck offffffff stop ruining everyone is 2020
2486,0,i suspect in new zealand where māori had a death rate 8 times that of non māori there was widespread support for a national lockdown at only 100 cases
2487,0,how about “a government that provides safety to the people ” are you so concerned with stealing $$ that you cannot take legislative action for the virus or are you on vacation i hear there are cheap flights to
2488,0,vanity fair trump now blaming americans for not getting coronavirus tests that do not exist trump has failed the american people first he blames president obama now he blames the american people for coronavirus a liar who deceives himself via
2489,0,i feel like my life is flashing by and all i can do is watch and cry i miss the air i miss my friends i miss my mother i miss it when life was a party to be thrown but that was a million years ago #كورونا
2490,0,bjp govt started blaming the people for jump in corona cases modj short notice of 4 hours for 100 percent lockdown that lead to migrants walking on streets outsiders standard will govt admit its fault …
2491,0,sir my family wants to travel to karnataka belgavi from flight should i even now apply for e pass and along a child is of 3 years n 12 months what proof are needed please help me
2492,0,fuck the coronavirus and my job i'm too stressed to care atm
2493,1,_fighting_corona to create a better world pic twitter com/xcigogj1a2
2494,0,markets crashingbrent wti futures crash 20% over saudi arabia russia oil price war fears & coronavirus concerns
2495,0,the people today went to the streets of brazil and showed the corrupted congress how powerful we are even the coronavirus disappeared we showed the world we are not afraid tomorrow morning everyone will be working as usual
2496,0,corona virus killing people out here and dudes still do not wash their hands after a nice pee
2497,0,one thing in 's favor is that he freaks out over germs he probably never shook a hand without smearing on hand sanitizer trump is misleading his followers who are absorbing his cavalier attitude
2498,0,how many deaths were the result of the great depression or great recession stress depression suicide overdoses poorer health outcomes all of these deaths should be weighed against coronavirus deaths should they not
2499,0,health and human services hit with cyber attack aimed at slowing coronavirus response report
2500,0,govt of india should take decision for all school children to waived off school fees from apr to jun 2020 due to covid 19 for avoiding financial burden in this critical junction of time and moral support as there is nation wide lock down and school remains closed
2501,0,the us internationally banned bombs killed too many innocents in & caused chronic diseases to many however us and its agents in the area aim to enter to kill more
2502,0,nikki sixx on coronavirus 'dampen down the hysteria'
2503,0,due to the coronavirus i wont be going out you drunk bitches aint coughing on me
2504,1,can tiktok take action against those who create unresponsibleness between the citizens by creating funny videos on pandemic covid 19
2505,1,lockdown ride video coming soon traveldiaryindia stay tuned travel diary india on youtube link below subscribe now … india …
2506,0,well in the beginning of the outbreak in china i already suspect that thus virus is a human made the earth population is already out of control someone need to control it that is why they made war in middle east countries with very high birthrate
2507,0,was speaking to my friends in doha and they told lockdown is one thing which their government has done but people by themselves has stopped going out even all of them are offering prayers at their home only my questions to indian muslims why you cannot follow the same way
2508,1,everyone locking there houses seems to be not a solution fight with covid where ever you are do not fear do not lose hopes all above god is doing something miracles daily on our life's
2509,0,you give me suspect vibes imagine that like why you think about dudes given each other head in the 1st place like are you that gay you think about gay say when you here the corona virus
2510,0,2020 ncaa tournament games to be played without fans in attendance due to threat of coronavirus via
2511,0,please allow laws to play online games in telangana it is boring due to lockdown
2512,0,why because your buddies are all dying from the coronavirus shut up meat head
2513,0,ー19 whoever gives a shit i'm in eastern europe no one is wearing masks everyone thinks thinks this is the flu they are right
2514,0,corona fuck you loudly_crying_face loudly_crying_face i want to go here loudly_crying_face
2515,0,India india fast spreading but improving rapidly contagion est 0 01% of pop infected peak daily deaths of 310 in 16 days proj death toll 9 849 in ~77 days four_o’clock 16/04 1/4
2516,0,lockdown till death
2517,0,my brother and i just got into an argument and he going to say “well i hope you get the corona virus” like dang bro chillll it was not that serious
2518,0,yes and pushkin really does not trigger me can avoid duels and dont plan to drink on the streets during
2519,0,Thailand thailand under control and improving rapidly contagion est 0 01% of pop infected proj death toll 61 in ~22 days four_o’clock 20/04 1/4
2520,0,is not this truth never been more stressed frustrated in my all my life more questions than answers being raised right now ー19
2521,0,i was not too nervous about prior to yesterday but these last 2 days have changed me with that said keep washing your hands and stay home if you are sick hoping everyone stays safe
2522,1,we so happy that shibi was our first customer at samasta today wearing samasta ofcourse we are now officially open after the lockdown samasta has printed dresses and tunics in cool cottons to beat the heat come… …
2523,0,2nd covid 19 death reported in j&k toll 30 >> a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 in jammu and kashmir – at rajbagh
2524,0,a good service in bad times of corona epidemic
2525,0,pennsylvania gov tom wolf orders statewide shutdown over coronavirus via
2526,0,so sad to hear the passing away of wajid khan bhai due to covid 19 rest in peace folded_hands
2527,0,ex obama official warns us health system faces 'tsunami' over coronavirus
2528,0,i thought i can celebrate both of my favourites on the same week which is raya and harvest festival but sadly due to covid 19 i cant even do shit now haha
2529,0,we should do a daily mass test of all citizens in a mid sized town affected by for a full month to get a real time picture of the actual threat level imposed by the coronavirus this is the only way to get an exact understanding of the virus
2530,0,coroner's officer forcing us to arrange funeral now when transport of body to another country is not possible due to otherwise threatening they will destroy my grandmother's body
2531,0,how can u be afraid of the corona virus but not an std i'm curious
2532,0,"""smriti irani missing"" posters come up in amethi in last 1 yr she visited amethi only for a few hours has done nothing for the people during covid19 crisis and instead referred to workers coming back to amethi from different states as ""coronavirus"" /afj4bssibe"
2533,0,does this data account for unprecedented precautionary measures that have only just started being put place & increased testing (feds & states) coronavirus is not something to be taken lightly but fearmongering is not helpful these numbers reflect worst case scenarios
2534,1,in gwalior volunteers was sanitising a muslim locality to prevent it from corona virus later people of the muslim community welcomed their gesture and thanked them by applying tilak on their foreheads but for rss is anti muslimpic twitter com/hljkopya7g
2535,0,how the coronavirus pandemic threatens us national security
2536,0,woman 39 found dead by boyfriend while waiting for coronavirus test results stop saying flu like illness you make me want to swear its not like the f**king flu wake up stop spreading fake statements seriously get a life
2537,0,the who is the biggest fake organization to them the us is bad bad bad they want everything to be global control the who is pretty much spreading unfounded fear about
2538,0,i m indian national n right now stuck in dhaka pls note here i hv lost my job due to covid n living from last 2 months without earning i want to go bk to delhi immediately on special air india flight i hv already registered on hci
2539,0,bangkok post headlines on thursday diamond_suit relief cash only covers a month diamond_suit govt mulls easing curfew as cases drop diamond_suit inbound flight ban extended #โควิด19
2540,0,people who wish to visit salons after three months of lockdowns here are guidelines for you all to follow a no person having any symptom of covid 19 like high temperature fever cough cold throat pain difficulty in breathing shall visit these facilities
2541,0,honestly is overblown but it did one thing correctly it showed how disgusting humanity is what an embarrassment we are
2542,0,lock down is causing the shortage of blood for patient i would suggest govt to mobilize the medical staff so they can go to donors for blood of course precautions are must before they go to any donor's
2543,1,i appreciate to sonu sir he is doing a good job i want to meet you sir whenever i get a chance thanks
2544,1,i'm also grateful for my family being blessed with good health in all this health related chaos going around (covid19) folded_hands_light_skin_tone
2545,1,fresh fruit and veggies in the time of corona delivers thank you for your reliability and consistent supply much appreciate your resilience pic twitter com/qv6bmqmwlb
